,CATEGORY,SUBCAT,SAMPLE,ORGAN FRACTION,C,H,O,C.1,H.1,O.1,CELL,HCELL,LIGH,LIGO,LIGC,TRIL,CTANN,ignition_delay,transit_distance
0,GRASS PLANTS,Grass,Hemp (canhamo),Whole crop,45.50,5.64,42.53,48.57,6.02,45.41,0.4380,0.3165,0.0023,0.158,0.0023,0.0305,0.0525,0.14722465911734833,0.027290147725505632
1,WASTE MATERIALS,Other waste,Paper,,43.40,5.80,44.30,46.42,6.2,47.38,0.4719,0.45,0.0313,0.0163,0.0001,0.0212,0.0092,0.22250706115098193,0.04675472612177715
2,GRASS PLANTS,Grass,Sunflower,Husk (seed),48.59,5.94,40.38,51.19,6.26,42.55,0.3965,0.3462,0.0555,0.0445,0.0104,0.1469,0.0,0.14126779610264228,0.01816522165483969
3,GRASS PLANTS,Grass,SugarCane,-,44.80,5.35,39.55,49.94,5.96,44.09,0.4231,0.3678,0.0359,0.0489,0.0041,0.1202,0.0,0.15269784098643788,0.0217011250282356
4,GRASS PLANTS,Grass,Mixed,-,44.69,6.04,43.61,47.37,6.4,46.23,0.4828,0.4153,0.0107,0.0261,0.0,0.0612,0.004,0.18494171316959576,0.033296822000281646
5,GRASS PLANTS,Grass,Cardoon,-,43.65,5.82,38.87,49.41,6.59,44.0,0.4331,0.3705,0.0263,0.0625,0.0025,0.1037,0.0014,0.15811071880334485,0.023896872056849115
6,GRASS PLANTS,Vegetables,Brassica,-,46.49,6.13,38.46,51.05,6.73,42.23,0.3977,0.3371,0.0436,0.0719,0.0163,0.1333,0.0,0.13909882244371283,0.01871335038762305
7,WOOD PLANTS,Hardwood,Cocoa,-,47.83,7.19,32.56,54.62,8.21,37.18,Outsider,,,,,,,,
8,WASTE MATERIALS,Food industry waste,Sugar beet,,44.50,5.90,42.78,47.76,6.33,45.91,0.4692,0.3965,0.0773,0.0052,0.0,0.0488,0.003,0.19012565212910978,0.035430240453176345
9,WASTE MATERIALS,Food industry waste,Beet,Pulp,38.45,5.14,36.93,47.76,6.38,45.87,0.4650,0.3928,0.0706,0.0172,0.0001,0.0445,0.0099,0.19066583017582198,0.035674423187721085
10,GRASS PLANTS,grass,Grass,Chaff (seed),40.70,5.41,37.21,48.85,6.49,44.66,0.4443,0.3743,0.0186,0.0708,0.0,0.087,0.0051,0.15892649703558734,0.025475043027510122
11,GRASS PLANTS,Grass,Napier grass,-,45.20,6.00,43.10,47.93,6.36,45.71,0.4660,0.3876,0.0103,0.0637,0.0,0.0624,0.0099,0.1752062560897856,0.030926420454840942
12,GRASS PLANTS,Grass,Sorghum,Straw (Millet),43.71,5.85,45.16,46.15,6.18,47.68,0.5099,0.4241,0.0023,0.0318,0.0,0.0215,0.0104,0.21757340809906653,0.04672187156109683
13,GRASS PLANTS,Grass,Verge grass,-,44.77,5.88,39.04,49.92,6.56,43.53,0.4194,0.3487,0.0256,0.0915,0.0088,0.1039,0.0021,0.14341928512104626,0.021545992223071235
14,GRASS PLANTS,Grass,Rice,Hull,38.68,5.14,37.45,47.59,6.32,46.08,0.4742,0.3937,0.0083,0.0587,0.0,0.0542,0.0109,0.1815146777457963,0.03320339177534263
15,GRASS PLANTS,Vegetables,Beet,Slices,44.56,5.89,42.76,47.8,6.32,45.87,0.4683,0.3859,0.0087,0.0684,0.0,0.0565,0.0122,0.174784669307696,0.03147476524147019
16,GRASS PLANTS,Grass,Hemp (canhamo),Crushed baled,43.98,5.77,40.14,48.92,6.42,44.65,0.4398,0.3608,0.0152,0.0943,0.001,0.0795,0.0094,0.15225907608206482,0.024921744840145994
17,GRASS PLANTS,Grass,Rice,Bran,39.92,5.25,37.71,48.17,6.33,45.5,0.4582,0.374,0.0097,0.0832,0.0,0.0614,0.0134,0.16102721117243196,0.02824633715978235
18,GRASS PLANTS,Grass,Wheat,Straw Pellets,45.16,5.89,40.38,49.39,6.44,44.17,0.4287,0.3483,0.0172,0.1057,0.0055,0.0857,0.0088,0.14829570200703054,0.023688781645066916
19,GRASS PLANTS,Grass,Rape (Canola-colza),Straw,46.12,6.01,41.02,49.51,6.45,44.04,0.4261,0.3459,0.018,0.1072,0.0068,0.0878,0.0083,0.15278485204788958,0.024179775856912052
20,GRASS PLANTS,Grass,Chinese straw,Pellets,37.07,4.89,37.17,46.85,6.18,46.98,0.4912,0.3986,0.0033,0.0598,0.0,0.0295,0.0177,0.19046752079093676,0.038482991766043396
21,GRASS PLANTS,Grass,Miscanthus,-,48.46,6.31,43.33,49.4,6.43,44.17,0.4282,0.3465,0.0167,0.1086,0.0059,0.0845,0.0095,0.1462403152896792,0.02341256651791502
22,WASTE MATERIALS,Food industry waste,Palm oil - Empty fruit bunches,,45.53,5.46,43.40,48.24,5.78,45.98,0.4104,0.3319,0.0019,0.1607,0.0007,0.0012,0.0931,0.14891166132765812,0.02888616550495715
23,GRASS PLANTS,Grass,Hemp (canhamo),-,45.00,5.87,41.48,48.73,6.35,44.92,0.4426,0.3567,0.0117,0.1054,0.0,0.0696,0.0141,0.15159881103879363,0.025623583498300215
24,GRASS PLANTS,Grass,Corn,Cob,45.87,6.01,45.07,47.32,6.2,46.48,0.4786,0.3847,0.0044,0.0753,0.0,0.0372,0.0198,0.17988114174937525,0.0348367306288238
25,GRASS PLANTS,Grass,Hemp (canhamo),-,45.31,5.91,42.92,48.13,6.28,45.59,0.4578,0.3677,0.008,0.0937,0.0,0.0552,0.0176,0.15313804908338463,0.0274021778984749
26,GRASS PLANTS,Grass,Intensive Grass,-,43.56,5.62,37.63,50.18,6.48,43.35,0.4111,0.3294,0.0211,0.1197,0.0164,0.096,0.0061,0.1395121763529871,0.021282500888106643
27,GRASS PLANTS,Grass,Barley,straw,43.70,5.71,42.76,47.42,6.2,46.39,0.4759,0.3812,0.0045,0.0796,0.0,0.0382,0.0207,0.17403525656590366,0.03343676705147995
28,GRASS PLANTS,Grass,Water hyacinth,-,40.05,5.13,31.81,52.02,6.66,41.32,0.3768,0.3013,0.0396,0.1061,0.0463,0.1298,0.0,0.13555189363405198,0.018231492310191857
29,GRASS PLANTS,Grass,Triticale,-,-,-,-,46.63,6.11,47.25,0.4954,0.3954,0.0017,0.0653,0.0,0.0192,0.023,0.1985964660688602,0.04173396129407728
30,GRASS PLANTS,Grass,Rice,Hull,47.23,6.07,40.14,50.54,6.5,42.96,0.4035,0.3215,0.0232,0.1241,0.0229,0.1008,0.0041,0.13705237549963273,0.020599016271848833
31,GRASS PLANTS,Grass,Bermuda Grass,Straw,44.36,5.74,40.69,48.85,6.32,44.82,0.4385,0.3483,0.0107,0.1166,0.0015,0.0672,0.0171,0.15065137789762845,0.025600204166652138
32,GRASS PLANTS,Grass,Rice,Straw,39.33,4.71,37.05,48.5,5.81,45.69,0.4263,0.3369,0.04,0.1088,0.0005,0.0242,0.0633,0.1517728382326341,0.028129457625572254
33,WOOD PLANTS,Hardwood,Cocoa,Beans,48.64,6.96,33.80,54.4,7.79,37.81,Outsider,,,,,,,,
34,GRASS PLANTS,Grass,Oat,Bran,-,-,-,47.56,6.17,46.27,0.4710,0.3715,0.004,0.092,0.0,0.0364,0.025,0.17340637742366383,0.033241220684372644
35,WOOD PLANTS,Hardwood,Cotton,Husk,48.79,8.13,38.53,51.12,8.52,40.37,Outsider,,,,,,,,
36,GRASS PLANTS,Grass,Sunflower,Spelt,55.34,6.88,32.70,58.31,7.25,34.45,0.2522,0.1985,0.1913,0.0,0.1281,0.2299,0.0,0.12241789730650324,0.011584899280816624
37,GRASS PLANTS,Garden Plants,Gerbera,flowers,43.98,6.74,34.74,51.46,7.89,40.65,0.3857,0.3028,0.0286,0.1281,0.0428,0.112,0.0,0.14003474159096027,0.020079368635309278
38,GRASS PLANTS,Grass,Switchgrass,-,-,-,-,47.05,6.1,46.85,0.4837,0.3791,0.002,0.0839,0.0,0.0227,0.0286,0.18272083972734554,0.0371462676126125
39,GRASS PLANTS,Grass,Hemp (canhamo),-,46.74,6.02,43.33,48.64,6.26,45.09,0.4420,0.3464,0.0082,0.1228,0.0001,0.0585,0.0221,0.1492283155749858,0.026067181813362324
40,WOOD PLANTS,Hardwood,Lupine,-,41.22,4.39,37.50,49.6,5.28,45.12,Outsider,,,,,,,,
41,GRASS PLANTS,Grass,Sorghum,Stalk,-,-,-,46.57,6.05,47.38,0.4959,0.3885,0.0009,0.0737,0.0,0.0115,0.0296,0.19896131881033777,0.04269135996820155
42,GRASS PLANTS,Grass,Switchgrass,-,-,-,-,49.54,5.99,44.47,0.4226,0.3311,0.0131,0.1306,0.0102,0.0762,0.0162,0.14386240141888654,0.023448501811003525
43,GRASS PLANTS,Grass,Mixed,Straw,47.49,6.07,41.30,50.06,6.4,43.54,0.4119,0.3224,0.0164,0.1336,0.0178,0.0858,0.0122,0.14106180264777954,0.02217165692364243
44,WOOD PLANTS,Hardwood,Cotton,-,39.53,5.10,41.54,45.87,5.92,48.21,Outsider,,,,,,,,
45,WOOD PLANTS,Hardwood,Oak,-,49.49,6.62,43.74,49.56,6.63,43.81,0.5548,0.2434,0.0906,0.0023,0.0138,0.0951,0.0,0.1843607004769635,0.029985147980442824
46,WOOD PLANTS,Hardwood,Poplar,-,47.67,6.15,45.29,48.1,6.21,45.69,0.5397,0.2607,0.0483,0.1025,0.0,0.0362,0.0125,0.175204160693233,0.034755527825859805
47,GRASS PLANTS,Grass,Oat,Hull,45.28,5.82,42.81,48.22,6.19,45.59,0.4524,0.3511,0.0054,0.1176,0.0001,0.0459,0.0274,0.1610059183892325,0.029400461023335597
48,GRASS PLANTS,Grass,Hemp (canhamo),Sillage,45.87,5.84,39.45,50.32,6.4,43.28,0.4062,0.315,0.0168,0.1392,0.0233,0.0874,0.012,0.14044530187065357,0.021901571761765045
49,GRASS PLANTS,Grass,Corn,Stover (densified - no binder),37.80,4.84,35.05,48.65,6.23,45.12,0.4410,0.3419,0.0072,0.1291,0.0005,0.055,0.0254,0.15509441567438811,0.027304264723106885
50,GRASS PLANTS,Grass,Sunflower,Shells (seed),52.79,6.59,35.93,55.39,6.91,37.7,0.3236,0.2507,0.0838,0.0364,0.1298,0.1757,0.0,0.14377066528318383,0.015771701698025
51,GRASS PLANTS,Grass,Switchgrass,-,-,-,-,47.44,6.09,46.48,0.4725,0.364,0.0023,0.1017,0.0001,0.0259,0.0335,0.17899176401655276,0.03541771342890781
52,GRASS PLANTS,Grass,Switchgrass,-,-,-,-,46.65,6.01,47.34,0.4929,0.3797,0.0005,0.0833,0.0,0.0078,0.0358,0.18422903630415458,0.03973638895059519
53,GRASS PLANTS,Grass,Kenaf,-,46.27,5.90,42.19,49.04,6.25,44.71,0.4320,0.3326,0.0083,0.1364,0.0051,0.0606,0.0249,0.14994145033664022,0.025669884210273525
54,WOOD PLANTS,Hardwood,Mixed,-,47.82,5.80,45.54,48.23,5.85,45.93,0.5274,0.2045,0.0048,0.1995,0.0,0.0044,0.0594,0.14342561806040247,0.029906439588070186
55,GRASS PLANTS,Grass,Rape (Canola-colza),Whole crop,50.46,6.26,33.63,55.85,6.93,37.22,0.3180,0.2441,0.089,0.0224,0.1474,0.1792,0.0,0.14598207016997763,0.015671626022993972
56,GRASS PLANTS,Grass,Alfalfa,Stalks,45.35,5.75,40.24,49.65,6.3,44.06,0.4190,0.3213,0.011,0.1427,0.0137,0.071,0.0213,0.1430931889517503,0.02355057460527855
57,WOOD PLANTS,Hardwood,Willow,-,47.66,5.72,44.70,48.59,5.83,45.58,0.5104,0.1956,0.0068,0.2158,0.0,0.006,0.0653,0.1351905054562222,0.02758154296821013
58,GRASS PLANTS,Grass,Switchgrass,-,-,-,-,46.54,5.98,47.48,0.4953,0.3791,0.0002,0.0836,0.0,0.0032,0.0386,0.1884460415744085,0.041291897510603616
59,GRASS PLANTS,Grass,Hemp (canhamo),Fiber,47.87,6.07,43.42,49.17,6.24,44.59,0.4287,0.3274,0.0082,0.1415,0.0073,0.0605,0.0264,0.14515803188825327,0.024821130692990318
60,GRASS PLANTS,Grass,Hemp (canhamo),-,45.71,5.82,42.90,48.41,6.16,45.43,0.4459,0.3402,0.0049,0.1321,0.0001,0.0446,0.0321,0.15466668976086073,0.028097112015757677
61,GRASS PLANTS,Grass,Panicum,-,42.22,5.39,41.22,47.53,6.07,46.4,0.4693,0.3579,0.0021,0.109,0.0001,0.0248,0.0369,0.17206675106380317,0.03395584706065357
62,GRASS PLANTS,Grass,Switchgrass,-,-,-,-,46.55,5.97,47.48,0.4949,0.3773,0.0001,0.0854,0.0,0.0021,0.0401,0.17813474212555866,0.03907956944589283
63,WASTE MATERIALS,Grass plant waste,Unidentified,Bagasse,45.52,5.68,41.85,48.92,6.11,44.98,0.4265,0.3246,0.0599,0.0966,0.0005,0.0355,0.0565,0.14941823081085434,0.02668022134615019
64,GRASS PLANTS,Grass,Switchgrass,-,-,-,-,47.8,6.08,46.12,0.4617,0.35,0.0025,0.1188,0.0001,0.0289,0.0379,0.16557433065874588,0.03195978265231657
65,WOOD PLANTS,Hardwood,Oak,-,50.44,6.59,42.73,50.56,6.61,42.83,0.5102,0.2239,0.1487,0.0049,0.0227,0.0896,0.0,0.17696242174721635,0.02863361010203312
66,GRASS PLANTS,Grass,Corn,Stemps,47.09,5.97,44.42,48.31,6.12,45.57,0.4477,0.338,0.0038,0.1347,0.0001,0.0391,0.0365,0.15358789205388704,0.028339244062974358
67,GRASS PLANTS,Grass,Cane,-,47.70,6.00,41.65,50.03,6.29,43.68,0.4103,0.3094,0.0111,0.1519,0.0219,0.0726,0.0228,0.1413648383154681,0.022941804810314485
68,GRASS PLANTS,Grass,alfalfa,Stem,43.00,5.47,43.53,46.74,5.95,47.32,0.4893,0.368,0.0001,0.0952,0.0,0.002,0.0454,0.17875150620085922,0.0387339257090154
69,GRASS PLANTS,Grass,Wheat,Straw,45.28,5.61,41.40,49.06,6.08,44.86,0.4009,0.3012,0.0249,0.1623,0.0008,0.0146,0.0952,0.13773660599851537,0.025105910033565045
70,GRASS PLANTS,Grass,Switchgrass,-,-,-,-,46.74,5.94,47.32,0.4890,0.3665,0.0001,0.0966,0.0,0.001,0.0468,0.19426144047937394,0.04226907422150681
71,WOOD PLANTS,Softwood,Pine,-,48.40,6.31,44.23,48.92,6.38,44.7,0.5082,0.2714,0.0988,0.0624,0.0,0.0561,0.0031,0.16589815487223147,0.03037118341139986
72,GRASS PLANTS,Grass,Rice,-,37.86,4.75,33.48,49.76,6.24,44.0,0.4152,0.3106,0.0088,0.1544,0.018,0.0649,0.0281,0.13936715973184893,0.023165359511602094
73,GRASS PLANTS,Grass,Sunflower,Shell,49.41,6.14,39.74,51.85,6.45,41.7,0.3779,0.2826,0.0217,0.1478,0.0662,0.1006,0.0032,0.13708524932638724,0.02010483844963151
74,GRASS PLANTS,Grass,Miscanthus,-,48.17,6.03,42.29,49.92,6.25,43.83,0.4119,0.3075,0.0094,0.1558,0.0211,0.0672,0.0272,0.1375025104167323,0.022622884008614567
75,GRASS PLANTS,Other,Unidentified,Straw,45.63,5.73,41.79,48.98,6.15,44.86,0.4310,0.3212,0.0053,0.151,0.0063,0.0488,0.0365,0.14867385404277128,0.026186937623151253
76,WOOD PLANTS,Hardwood,Elm,-,50.35,6.57,42.34,50.73,6.62,42.66,0.5047,0.2215,0.1599,0.0,0.0237,0.0902,0.0,0.17612356472599636,0.028290041331150505
77,GRASS PLANTS,Grass,Sunflower,Stem,44.10,5.00,39.40,49.83,5.65,44.52,0.4135,0.3075,0.0086,0.157,0.0198,0.0642,0.0294,0.13691180389106694,0.02271412805906387
78,GRASS PLANTS,Grass,Flax,Stalk,49.10,6.10,40.45,51.33,6.38,42.29,0.3861,0.287,0.0169,0.1546,0.0532,0.0902,0.012,0.13365748227451912,0.02022437573780839
79,GRASS PLANTS,Grass,Corn,Stalk,44.77,5.64,42.93,47.97,6.04,46.0,0.4558,0.3387,0.002,0.1322,0.0001,0.0263,0.0449,0.1600997073387142,0.030835346874053118
80,WASTE MATERIALS,Grass plant waste,Cane,Trash,47.00,5.90,40.80,50.16,6.3,43.54,0.4070,0.3023,0.01,0.1582,0.0262,0.0699,0.0263,0.13977416453150351,0.022741300873330816
81,GRASS PLANTS,Grass,Canary grass,-,46.37,5.80,41.31,49.6,6.2,44.19,0.4178,0.31,0.0074,0.1569,0.0161,0.0593,0.0325,0.13799443737850417,0.023270404820908266
82,WOOD PLANTS,Hardwood,Oak,-,48.78,6.09,44.98,48.85,6.1,45.05,0.5038,0.2282,0.0448,0.1651,0.0,0.0318,0.0263,0.15369042613537914,0.029851104527681686
83,GRASS PLANTS,Grass,Switchgrass,-,45.49,5.70,41.89,48.87,6.12,45.0,0.4329,0.3205,0.0045,0.1527,0.0052,0.0445,0.0399,0.14134201622334472,0.02515338273319441
84,WASTE MATERIALS,Wood waste,Demolition wood,,48.85,5.80,44.58,49.23,5.85,44.93,0.3976,0.2942,0.0276,0.1661,0.0008,0.0161,0.0977,0.13267572732828883,0.02392652831043686
85,GRASS PLANTS,Grass,Sorghum,Straw,47.17,5.88,41.32,49.98,6.23,43.79,0.4102,0.3035,0.0087,0.1594,0.0232,0.0652,0.0297,0.13269184809805765,0.02184721063032532
86,GRASS PLANTS,Grass,Millet,Husk,47.00,5.80,37.00,52.34,6.46,41.2,0.3705,0.2733,0.0228,0.145,0.0852,0.1032,0.0,0.14146154060386718,0.020411664443383815
87,GRASS PLANTS,Grass,Tobacco,-,40.15,5.01,36.31,49.28,6.15,44.57,0.4241,0.3127,0.0056,0.1574,0.0113,0.0511,0.0379,0.14194966265365094,0.024646477371448688
88,GRASS PLANTS,Other,Unidentified,Straw,47.69,5.92,41.01,50.4,6.26,43.34,0.4020,0.2961,0.0103,0.1614,0.0323,0.0713,0.0265,0.13151635743395787,0.021173339584097336
89,GRASS PLANTS,Grass,Bermuda Grass,-,44.29,5.51,39.17,49.78,6.19,44.03,0.4138,0.304,0.0072,0.1613,0.0202,0.0593,0.0343,0.14144387743060333,0.023723739491888367
90,GRASS PLANTS,Grass,Rape (Canola-colza),Whole crop,45.88,5.71,41.12,49.49,6.16,44.36,0.4196,0.3082,0.006,0.16,0.015,0.0537,0.0374,0.146760709826444,0.02515444316560916
91,GRASS PLANTS,Grass,Miscanthus,-,47.50,5.10,43.62,49.37,5.3,45.33,0.4256,0.3109,0.0815,0.0846,0.0004,0.047,0.0499,0.15516025870033326,0.026783097391640417
92,GRASS PLANTS,Grass,Triticale,Straw,47.00,5.30,42.70,49.47,5.58,44.95,0.4196,0.3063,0.0055,0.1621,0.0152,0.0513,0.04,0.13587575942074318,0.023384609158781367
93,GRASS PLANTS,Grass,Hemp (canhamo),Seed,47.86,5.93,42.33,49.79,6.17,44.04,0.4132,0.3013,0.0066,0.1638,0.0211,0.057,0.037,0.13860560222546892,0.02332107604032211
94,WASTE MATERIALS,Food industry waste,orange,peel and seeds,46.40,5.70,41.78,49.42,6.07,44.5,0.4130,0.3002,0.0635,0.117,0.0006,0.0365,0.0691,0.14334334393311376,0.024951121546991698
95,GRASS PLANTS,Grass,Rye,Straw,47.57,5.89,42.40,49.62,6.14,44.23,0.4162,0.3022,0.0056,0.1646,0.0184,0.0525,0.0405,0.13116468156963168,0.022412131296328484
96,WASTE MATERIALS,Other waste,Greenwaste,,47.43,5.65,43.59,49.06,5.85,45.09,0.4277,0.3102,0.0037,0.1614,0.009,0.0414,0.0466,0.13892710735716216,0.02475623673577861
97,GRASS PLANTS,Grass,Barley,Straw,45.11,5.60,42.46,48.42,6.01,45.57,0.4414,0.3195,0.002,0.1558,0.0003,0.0281,0.0529,0.15105301727092327,0.028320566081613197
98,GRASS PLANTS,Grass,Miscanthus,-,48.60,6.00,42.58,50.01,6.17,43.82,0.4085,0.2956,0.0068,0.1668,0.0262,0.0585,0.0375,0.1380465828998767,0.023032409974446565
99,GRASS PLANTS,Grass,Miscanthus,-,45.60,5.10,43.19,48.57,5.43,46.0,0.4380,0.3165,0.0023,0.158,0.0023,0.0305,0.0525,0.14722465911734833,0.027290147725505632
100,GRASS PLANTS,Grass,China Reed,-,48.20,5.40,43.60,49.59,5.56,44.86,0.4167,0.3007,0.0051,0.1662,0.0182,0.0498,0.0433,0.138726260498123,0.023860943525211592
101,GRASS PLANTS,Vegetables,Melon plant,-,35.50,4.37,30.96,50.12,6.17,43.71,0.4062,0.2929,0.0069,0.1681,0.029,0.0592,0.0377,0.12881958955021636,0.021348039458539032
102,GRASS PLANTS,Vegetables,Watermelon plant,-,37.64,4.62,33.41,49.74,6.11,44.15,0.4135,0.2979,0.0055,0.1674,0.0213,0.0521,0.0423,0.14114565676131224,0.024038411580952324
103,GRASS PLANTS,Grass,Mint,Straw,45.42,5.54,35.48,52.54,6.41,41.05,0.3678,0.2647,0.0196,0.1476,0.0998,0.0973,0.0032,0.14259031474844583,0.02069713872193231
104,GRASS PLANTS,Grass,Switchgrass,-,47.35,5.79,38.86,51.47,6.3,42.24,0.3830,0.2755,0.0129,0.1631,0.0639,0.081,0.0206,0.1395873008957243,0.021454369492931506
105,GRASS PLANTS,Grass,Rice,Straw,39.65,4.88,35.77,49.38,6.08,44.55,0.4205,0.3016,0.004,0.167,0.015,0.0437,0.0482,0.1431178782003847,0.02503862673100706
106,WOOD PLANTS,Hardwood,Oak,-,47.81,5.93,44.12,48.86,6.06,45.08,0.4991,0.1987,0.0167,0.2153,0.0,0.0136,0.0567,0.14078583244347873,0.02807058662005498
107,GRASS PLANTS,Grass,Rye,-,47.90,5.90,42.50,49.74,6.13,44.13,0.4131,0.2956,0.005,0.1693,0.022,0.0498,0.0452,0.14099702196078764,0.024102355413482927
108,GRASS PLANTS,Grass,Sorghum,-,47.30,5.80,41.37,50.07,6.14,43.79,0.4067,0.2907,0.006,0.1704,0.0289,0.0554,0.0418,0.13940969558377228,0.023352292057774508
109,GRASS PLANTS,Grass,SugarCane,Bagasse,46.72,5.75,43.09,48.89,6.02,45.09,0.4304,0.3075,0.0025,0.1643,0.0073,0.0332,0.0546,0.14035489489560102,0.02554274545307356
110,GRASS PLANTS,Grass,Rape (Canola-colza),-,48.10,5.90,42.03,50.09,6.14,43.77,0.4063,0.2902,0.006,0.1706,0.0294,0.0556,0.0419,0.13740688249040622,0.022952879818132023
111,GRASS PLANTS,Grass,Rape (Canola-colza),Stalk,48.10,5.90,42.85,49.66,6.09,44.24,0.4144,0.2953,0.0045,0.1701,0.0209,0.0471,0.0478,0.13706998555978384,0.023622687960228223
112,GRASS PLANTS,Grass,Wheat,Straw,43.36,5.33,40.04,48.87,6.01,45.12,0.4307,0.3069,0.0023,0.1649,0.0072,0.032,0.0561,0.13913716047473795,0.025361969825289394
113,WASTE MATERIALS,Wood waste,Lacquered,,-,-,-,49.67,6.11,44.22,0.4115,0.2925,0.0739,0.1128,0.0006,0.0419,0.0668,0.1435117764865874,0.024548787737414327
114,WOOD PLANTS,Hardwood,Kenaf (italy),-,46.60,5.80,42.62,49.04,6.1,44.85,0.4951,0.2244,0.0485,0.1719,0.0,0.0332,0.0268,0.1459677115930511,0.028067060353876384
115,GRASS PLANTS,Grass,SugarCane,Trash,44.22,5.40,38.72,50.06,6.12,43.83,0.4067,0.2887,0.0055,0.1721,0.0293,0.053,0.0448,0.14145382065670653,0.02377642035551671
116,GRASS PLANTS,Grass,Miscanthus,-,48.76,5.97,43.58,49.6,6.07,44.33,0.4154,0.2946,0.004,0.171,0.02,0.0443,0.0507,0.1388778505073078,0.024074481795273658
117,WOOD PLANTS,Hardwood,Eucalyptus,-,48.50,5.89,44.43,49.08,5.96,44.96,0.4904,0.204,0.0286,0.2091,0.0,0.0215,0.0465,0.14024808932907182,0.02736909134412171
118,GRASS PLANTS,Grass,Rice,Straw,40.02,4.89,35.43,49.81,6.09,44.1,0.4113,0.2915,0.0046,0.1719,0.0242,0.048,0.0484,0.14467250677452748,0.024727728067425177
119,WOOD PLANTS,Hardwood,Unidentified,-,49.00,6.00,44.60,49.2,6.02,44.78,0.4842,0.1941,0.0225,0.2242,0.001,0.0172,0.0569,0.1329854184317759,0.025925630781978855
120,GRASS PLANTS,Grass,Wheat,Stems,46.61,5.69,40.99,49.96,6.1,43.93,0.4082,0.2888,0.0049,0.1727,0.0277,0.0503,0.0473,0.13923672640437137,0.02360278966404015
121,GRASS PLANTS,Grass,Flax,Shive,50.30,6.10,41.08,51.6,6.26,42.14,0.3804,0.2686,0.0113,0.1658,0.0718,0.0769,0.0252,0.13664526242847372,0.02103257000895511
122,WOOD PLANTS,Softwood,Fir,-,49.00,5.98,43.91,49.55,6.05,44.4,0.4766,0.2097,0.0482,0.1893,0.0097,0.0313,0.0352,0.1418617272178906,0.026788393336325485
123,WOOD PLANTS,Softwood,Unidentified,-,50.96,6.86,38.49,52.91,7.12,39.97,0.4757,0.2087,0.1074,0.0005,0.016,0.1917,0.0,0.14610093146732375,0.017133606299388447
124,GRASS PLANTS,Grass,Corn,Stover,-,-,-,50.76,6.16,43.08,0.3936,0.2765,0.0071,0.1734,0.0478,0.0616,0.04,0.1366543138680841,0.022119743688967648
125,GRASS PLANTS,Grass,Oat,Straw,46.04,5.61,42.08,49.12,5.99,44.89,0.4246,0.2978,0.0022,0.1707,0.0121,0.0317,0.0609,0.13897363503882731,0.025059749929805652
126,GRASS PLANTS,Grass,Switchgrass,-,47.51,5.80,43.59,49.03,5.98,44.99,0.4265,0.299,0.002,0.17,0.0106,0.0299,0.062,0.14257958326849135,0.025929356947663566
127,GRASS PLANTS,Grass,Miscanthus,-,46.90,5.70,42.02,49.57,6.02,44.41,0.4152,0.2896,0.003,0.1745,0.0208,0.0385,0.0584,0.14071069614951517,0.024690096433338932
128,GRASS PLANTS,Grass,Miscanthus,-,47.32,5.75,43.49,49.01,5.96,45.04,0.4267,0.2973,0.0017,0.1711,0.0106,0.0274,0.0652,0.1411258455510128,0.02579406141260394
129,GRASS PLANTS,Grass,Switchgrass,-,47.46,5.75,42.35,49.67,6.02,44.32,0.4132,0.2872,0.003,0.1756,0.023,0.0391,0.059,0.14005317745610416,0.02439571084884574
130,GRASS PLANTS,Grass,Wheat,Straw,-,-,-,49.93,5.98,44.09,0.3942,0.2737,0.0594,0.1497,0.0008,0.0332,0.089,0.14387074043730463,0.024500521170701946
131,GRASS PLANTS,Grass,SugarCane,Trash,44.27,5.68,39.42,49.54,6.35,44.11,0.4153,0.287,0.0025,0.1761,0.021,0.0349,0.0632,0.14823020101315368,0.026179252157747388
132,GRASS PLANTS,Grass,Miscanthus,-,47.70,5.75,42.68,49.61,5.99,44.4,0.4139,0.2853,0.0025,0.1768,0.0226,0.0354,0.0636,0.1334473907022322,0.023439935000288254
133,GRASS PLANTS,Grass,Miscanthus,-,49.23,5.94,42.89,50.21,6.05,43.74,0.4025,0.2774,0.004,0.1781,0.036,0.0461,0.056,0.13581269253588057,0.02292919160175446
134,GRASS PLANTS,Grass,Bamboo,-,46.75,5.66,43.43,48.79,5.9,45.31,0.4306,0.2961,0.0009,0.1714,0.0079,0.0191,0.074,0.14168570806921962,0.02650266592671988
135,GRASS PLANTS,Grass,Corn,Whole crop,44.62,5.37,39.57,49.82,6.0,44.18,0.4096,0.2812,0.0028,0.1782,0.0274,0.038,0.0629,0.1352286691750204,0.02346392180521358
136,GRASS PLANTS,Grass,Canary grass,Leaves,44.00,5.30,39.90,49.33,5.94,44.73,0.4191,0.2867,0.0016,0.1765,0.0176,0.0278,0.0707,0.13894477766869717,0.025007539000700355
137,GRASS PLANTS,Grass,Corn,Stover,46.17,5.55,41.26,49.66,5.97,44.38,0.4126,0.2819,0.0022,0.1783,0.0242,0.0334,0.0674,0.1374859485591946,0.024197847865787225
138,WOOD PLANTS,Hardwood,Willow,-,48.50,6.12,43.00,49.68,6.27,44.05,0.4753,0.2384,0.0937,0.1245,0.0072,0.05,0.0108,0.15319494583591653,0.027875348420603362
